genero,idade,peso,percentual_de_gordura,imc,tipo_de_dieta,tipo_de_treino,frequencia_de_treino_semanal,nivel_de_experiencia
Feminino,46,66.5,29.8,22.75,Paleolítica,Yoga,3,Iniciante
Masculino,41,57.1,24.1,20.48,Cetogênica,Força,4,Avançado
Feminino,45,77.8,22.8,20.26,Balanceada,Cardio,2,Iniciante
Masculino,31,61.5,28.1,24.31,Paleolítica,Yoga,5,Avançado
Masculino,25,54.3,23.0,19.95,Vegana,Cardio,4,Iniciante
Feminino,50,50.4,21.0,17.65,Vegetariana,Cardio,2,Iniciante
Feminino,20,51.1,23.3,20.46,Baixo Carboidrato,Força,2,Iniciante
Masculino,59,88.4,26.0,28.54,Vegetariana,Força,3,Intermediário
Masculino,29,49.1,23.2,19.93,Paleolítica,Força,3,Intermediário
Feminino,18,63.7,24.7,25.21,Vegetariana,Yoga,4,Intermediário
Feminino,56,46.2,20.3,14.92,Vegana,Força,2,Intermediário
Masculino,25,70.5,35.0,31.35,Vegana,Yoga,1,Iniciante
Feminino,48,52.1,26.9,18.91,Vegana,Cardio,3,Iniciante
Masculino,32,65.6,28.5,22.43,Vegetariana,HIIT,3,Intermediário
Feminino,18,72.1,25.8,23.54,Cetogênica,Yoga,4,Iniciante
Feminino,47,71.0,27.2,26.42,Vegana,HIIT,4,Intermediário
Feminino,54,70.2,30.2,28.48,Balanceada,Força,3,Iniciante
Masculino,22,115.2,35.0,45.0,Vegetariana,HIIT,4,Intermediário
Masculino,39,56.0,21.8,17.47,Balanceada,Cardio,4,Avançado
Masculino,23,42.5,15.6,13.88,Baixo Carboidrato,Yoga,3,Iniciante
Masculino,30,121.3,29.9,30.33,Balanceada,HIIT,4,Intermediário
Masculino,23,81.8,25.8,23.89,Vegetariana,Cardio,4,Avançado
Masculino,20,117.2,35.0,35.77,Baixo Carboidrato,Yoga,2,Intermediário
Feminino,22,87.7,26.8,24.05,Cetogênica,Força,4,Intermediário
Feminino,45,46.9,20.1,14.63,Baixo Carboidrato,Força,3,Intermediário
Feminino,26,127.8,35.0,42.71,Baixo Carboidrato,Yoga,2,Iniciante
Feminino,49,67.6,25.6,21.34,Cetogênica,Yoga,2,Intermediário
Masculino,58,61.6,26.0,20.57,Paleolítica,Cardio,3,Intermediário
Feminino,18,65.2,28.9,27.83,Baixo Carboidrato,Força,5,Intermediário
Feminino,56,55.3,19.7,13.97,Vegana,HIIT,2,Intermediário
Feminino,27,84.4,27.1,26.34,Paleolítica,Yoga,4,Intermediário
Feminino,29,62.1,27.6,26.87,Paleolítica,Cardio,4,Intermediário
Masculino,49,83.4,21.1,23.84,Paleolítica,Yoga,4,Intermediário
Feminino,43,94.3,28.7,29.42,Cetogênica,Yoga,2,Iniciante
Feminino,50,65.2,28.1,25.45,Cetogênica,Cardio,3,Intermediário
Masculino,50,70.5,21.3,18.34,Vegana,HIIT,2,Iniciante
Masculino,25,40.6,18.5,15.49,Baixo Carboidrato,Força,4,Iniciante
Masculino,31,66.1,22.8,23.69,Paleolítica,Força,4,Intermediário
Feminino,51,63.9,22.7,19.72,Balanceada,Yoga,3,Intermediário
Feminino,29,79.5,32.2,30.29,Baixo Carboidrato,Cardio,4,Iniciante
Feminino,18,52.8,21.1,17.42,Paleolítica,Cardio,2,Iniciante
Masculino,55,90.5,35.0,34.93,Paleolítica,Cardio,3,Intermediário
Masculino,35,64.0,22.0,21.13,Baixo Carboidrato,Yoga,3,Iniciante
Masculino,46,109.1,35.0,40.57,Cetogênica,Força,2,Iniciante
Feminino,47,45.9,14.7,12.32,Vegetariana,Força,3,Intermediário
Feminino,23,106.7,28.1,28.34,Baixo Carboidrato,Força,2,Iniciante
Feminino,49,91.1,33.2,31.15,Paleolítica,Yoga,4,Intermediário
Feminino,53,114.8,32.4,31.14,Baixo Carboidrato,Yoga,3,Iniciante
Feminino,21,50.2,21.7,17.16,Vegetariana,HIIT,3,Intermediário
Feminino,50,52.0,17.9,17.79,Balanceada,HIIT,1,Iniciante
Feminino,39,82.3,27.4,27.18,Baixo Carboidrato,Cardio,1,Iniciante
Feminino,48,62.6,27.4,25.06,Vegana,Yoga,4,Avançado
Masculino,38,55.6,24.0,21.7,Vegetariana,Cardio,2,Intermediário
Masculino,43,83.0,24.7,21.83,Cetogênica,HIIT,5,Avançado
Feminino,25,95.4,26.9,26.42,Vegetariana,HIIT,4,Intermediário
Masculino,54,55.1,17.1,17.78,Vegana,Yoga,4,Intermediário
Masculino,47,93.9,30.5,32.48,Vegetariana,Força,3,Intermediário
Feminino,42,59.9,20.0,19.78,Paleolítica,Yoga,4,Intermediário
Feminino,53,50.6,19.8,19.52,Paleolítica,Força,1,Iniciante
Masculino,49,82.5,21.4,21.71,Cetogênica,Força,5,Avançado
Masculino,40,81.9,24.5,25.57,Balanceada,Yoga,3,Intermediário
Masculino,30,58.6,30.0,24.09,Vegetariana,Cardio,4,Avançado
Feminino,56,83.6,31.7,30.69,Vegana,Yoga,4,Intermediário
Feminino,31,42.6,18.5,13.75,Paleolítica,Yoga,2,Iniciante
Masculino,27,69.2,27.0,27.72,Baixo Carboidrato,Cardio,2,Iniciante
Masculino,48,61.5,23.6,22.3,Vegana,Yoga,2,Intermediário
Feminino,34,51.1,21.6,19.46,Vegetariana,Força,2,Intermediário
Feminino,28,67.5,26.7,23.35,Vegana,Yoga,1,Iniciante
Feminino,44,64.1,26.2,27.01,Balanceada,Força,4,Avançado
Masculino,20,62.4,21.9,19.05,Cetogênica,HIIT,4,Intermediário
Masculino,56,76.4,30.5,28.77,Vegana,Cardio,2,Iniciante
Masculino,26,53.8,25.9,19.75,Paleolítica,Yoga,3,Iniciante
Masculino,36,90.1,32.5,33.11,Balanceada,Yoga,3,Iniciante
Masculino,22,102.9,27.9,30.38,Baixo Carboidrato,Yoga,3,Intermediário
Feminino,42,84.5,26.4,25.78,Balanceada,HIIT,5,Intermediário
Feminino,31,65.6,24.1,23.54,Balanceada,Cardio,4,Intermediário
Feminino,29,62.6,24.7,22.44,Balanceada,Força,4,Intermediário
Masculino,55,63.5,26.5,21.97,Baixo Carboidrato,Cardio,3,Iniciante
Feminino,52,116.1,35.0,40.65,Vegana,Força,1,Iniciante
Feminino,47,56.1,16.5,17.9,Vegetariana,Yoga,3,Intermediário
Masculino,43,73.1,24.0,20.69,Baixo Carboidrato,Cardio,3,Iniciante
Feminino,37,67.3,24.9,21.96,Baixo Carboidrato,Cardio,4,Intermediário
Feminino,47,80.6,23.8,25.71,Balanceada,Força,3,Intermediário
Feminino,43,125.0,35.0,36.52,Vegetariana,Yoga,4,Intermediário
Masculino,38,56.3,25.1,21.98,Cetogênica,Força,4,Iniciante
Feminino,19,128.2,33.8,34.79,Vegana,Força,2,Iniciante
Masculino,18,92.7,30.9,30.62,Paleolítica,Força,2,Iniciante
Feminino,45,81.5,32.6,31.43,Balanceada,Cardio,4,Iniciante
Masculino,55,64.4,22.7,22.54,Cetogênica,HIIT,5,Avançado
Feminino,49,69.6,25.8,24.65,Baixo Carboidrato,Yoga,2,Iniciante
Feminino,29,80.5,20.1,20.52,Balanceada,Força,4,Avançado
Masculino,40,65.6,26.8,26.6,Baixo Carboidrato,Yoga,4,Iniciante
Feminino,58,60.6,25.3,20.23,Paleolítica,Yoga,3,Intermediário
Feminino,18,57.4,21.7,18.76,Baixo Carboidrato,Yoga,2,Iniciante
Masculino,32,117.1,35.0,45.19,Vegetariana,HIIT,3,Intermediário
Masculino,49,60.6,18.9,17.34,Paleolítica,Cardio,4,Intermediário
Masculino,54,71.7,30.0,29.08,Cetogênica,HIIT,2,Iniciante
Feminino,22,83.6,21.5,21.11,Cetogênica,Yoga,4,Avançado
Masculino,54,116.8,33.4,29.19,Balanceada,Yoga,3,Iniciante
Feminino,46,44.8,21.0,14.3,Vegana,Cardio,3,Iniciante
Feminino,33,52.1,20.1,16.44,Cetogênica,Cardio,4,Intermediário
Feminino,38,45.8,17.9,14.29,Paleolítica,Força,3,Iniciante
Masculino,57,81.9,23.0,23.68,Vegetariana,HIIT,4,Avançado
Feminino,22,121.4,35.0,35.09,Cetogênica,Yoga,1,Iniciante
Masculino,42,94.3,30.3,29.43,Vegetariana,Yoga,1,Iniciante
Feminino,49,61.8,24.2,22.41,Paleolítica,Yoga,3,Intermediário
Masculino,27,103.3,28.7,30.85,Vegana,Cardio,2,Intermediário
Masculino,53,48.2,21.1,18.81,Balanceada,Força,3,Intermediário
Feminino,36,49.2,19.7,16.25,Baixo Carboidrato,Cardio,3,Intermediário
Masculino,28,58.6,16.3,14.66,Cetogênica,Yoga,3,Intermediário
Masculino,59,88.4,25.7,28.52,Balanceada,Cardio,2,Intermediário
Feminino,52,79.6,32.6,31.47,Baixo Carboidrato,HIIT,3,Intermediário
Feminino,56,89.5,35.0,31.71,Paleolítica,Cardio,4,Avançado
Feminino,56,57.5,22.9,20.37,Cetogênica,Cardio,5,Intermediário
Masculino,51,63.4,22.3,19.57,Baixo Carboidrato,Cardio,3,Intermediário
Feminino,23,59.4,23.6,26.03,Baixo Carboidrato,HIIT,2,Iniciante
Feminino,22,116.9,35.0,41.42,Balanceada,Força,2,Iniciante
Masculino,50,67.8,23.8,21.65,Cetogênica,Força,2,Intermediário
Feminino,24,77.2,22.7,20.09,Baixo Carboidrato,Yoga,3,Iniciante
Masculino,33,63.9,23.3,20.17,Vegetariana,Yoga,4,Intermediário
Masculino,42,55.9,27.9,23.86,Baixo Carboidrato,HIIT,3,Iniciante
Feminino,46,55.0,21.8,18.6,Vegetariana,Yoga,2,Iniciante
Feminino,44,73.2,23.6,24.17,Baixo Carboidrato,Força,4,Intermediário
Masculino,36,103.2,34.0,28.9,Paleolítica,HIIT,2,Iniciante
Masculino,39,82.5,27.7,27.24,Vegetariana,HIIT,2,Iniciante
Masculino,50,58.9,22.4,21.65,Balanceada,Força,3,Iniciante
Masculino,46,89.5,33.4,33.7,Baixo Carboidrato,Força,1,Iniciante
Masculino,58,96.7,32.9,33.06,Vegana,Cardio,3,Iniciante
Feminino,31,49.4,20.8,18.83,Balanceada,HIIT,2,Intermediário
Masculino,47,94.5,33.2,32.7,Baixo Carboidrato,Força,3,Intermediário
Feminino,46,59.0,23.7,18.22,Paleolítica,Yoga,4,Intermediário
Masculino,30,58.5,22.9,19.55,Paleolítica,Cardio,3,Iniciante
Feminino,32,97.1,29.7,25.27,Cetogênica,HIIT,2,Iniciante
Masculino,19,76.1,25.7,24.02,Balanceada,Yoga,3,Intermediário
Masculino,49,86.4,31.7,32.52,Paleolítica,Força,3,Avançado
Feminino,54,91.6,30.1,28.9,Cetogênica,Yoga,2,Iniciante
Feminino,43,73.0,21.6,20.65,Paleolítica,Força,2,Iniciante
Masculino,31,65.3,23.8,24.88,Paleolítica,Yoga,1,Iniciante
Masculino,21,72.4,27.6,23.1,Vegetariana,Cardio,2,Iniciante
Masculino,39,81.0,26.0,26.74,Vegana,Força,1,Iniciante
Feminino,27,76.4,26.8,29.1,Vegetariana,HIIT,3,Iniciante
Feminino,34,63.5,26.6,20.99,Balanceada,HIIT,4,Intermediário
Masculino,22,78.8,35.0,34.09,Vegetariana,Cardio,3,Iniciante
Masculino,52,105.2,35.0,40.07,Cetogênica,Força,3,Iniciante
Masculino,50,96.2,35.0,32.52,Vegetariana,Força,2,Intermediário
Feminino,33,53.8,29.3,23.3,Paleolítica,Força,2,Iniciante
Feminino,48,105.4,35.0,39.19,Baixo Carboidrato,Cardio,3,Intermediário
Feminino,34,97.5,33.0,33.34,Baixo Carboidrato,Força,3,Iniciante
Masculino,43,78.3,27.5,24.45,Balanceada,Yoga,2,Iniciante
Feminino,40,72.0,30.1,28.11,Baixo Carboidrato,Força,2,Iniciante
Feminino,33,67.6,21.7,22.08,Vegetariana,Yoga,1,Iniciante
Masculino,23,59.4,21.5,19.18,Baixo Carboidrato,Cardio,3,Iniciante
Masculino,31,62.6,27.7,23.55,Paleolítica,HIIT,5,Intermediário
Feminino,49,97.0,35.0,32.78,Vegana,Yoga,3,Iniciante
Feminino,25,59.6,29.0,26.13,Balanceada,Yoga,5,Intermediário
Masculino,55,55.4,19.4,15.04,Baixo Carboidrato,Força,3,Iniciante
Masculino,53,116.0,31.1,31.13,Vegana,Cardio,4,Intermediário
Masculino,19,86.3,26.9,25.22,Vegana,Yoga,4,Intermediário
Feminino,21,88.4,34.5,34.52,Balanceada,Cardio,3,Avançado
Feminino,29,108.2,35.0,39.26,Baixo Carboidrato,Yoga,3,Iniciante
Feminino,54,79.7,28.1,28.92,Cetogênica,HIIT,1,Iniciante
Feminino,52,57.4,25.4,22.44,Balanceada,Força,3,Intermediário
Feminino,55,86.5,25.0,24.48,Baixo Carboidrato,Yoga,4,Iniciante
Feminino,45,64.1,25.9,27.03,Paleolítica,HIIT,3,Intermediário
Feminino,43,113.0,32.4,33.75,Cetogênica,HIIT,3,Iniciante
Feminino,26,104.6,35.0,37.05,Vegetariana,Cardio,3,Intermediário
Feminino,52,116.4,34.0,40.75,Vegana,HIIT,1,Iniciante
Masculino,28,65.9,22.1,18.27,Baixo Carboidrato,Cardio,3,Iniciante
Feminino,26,89.7,27.2,25.66,Balanceada,HIIT,5,Avançado
Feminino,52,115.7,33.1,31.38,Vegetariana,Cardio,4,Iniciante
Feminino,29,62.9,26.1,22.55,Vegetariana,Yoga,4,Intermediário
Masculino,34,75.1,31.1,30.46,Balanceada,Força,3,Iniciante
Feminino,43,101.7,35.0,38.29,Vegana,Cardio,4,Iniciante
Feminino,45,54.7,19.9,18.49,Baixo Carboidrato,HIIT,2,Intermediário
Feminino,46,62.6,26.2,26.41,Balanceada,Cardio,3,Intermediário
Feminino,24,62.6,26.3,23.0,Cetogênica,Cardio,3,Iniciante
Masculino,30,79.2,25.9,27.08,Cetogênica,Yoga,4,Intermediário
Masculino,47,115.1,34.3,33.26,Paleolítica,Yoga,3,Iniciante
Feminino,23,88.3,26.7,27.56,Paleolítica,HIIT,3,Avançado
Masculino,36,69.9,34.1,31.08,Cetogênica,HIIT,1,Iniciante
Feminino,49,90.0,31.4,31.15,Baixo Carboidrato,Cardio,1,Iniciante
Feminino,51,70.5,29.7,24.69,Cetogênica,Força,2,Iniciante
Feminino,33,79.1,31.4,28.69,Vegetariana,Força,4,Intermediário
Masculino,23,42.1,16.1,13.76,Baixo Carboidrato,Força,2,Iniciante
Masculino,19,65.6,29.2,28.4,Vegana,HIIT,3,Iniciante
Feminino,18,61.2,21.8,19.11,Paleolítica,Força,1,Iniciante
Masculino,44,41.4,20.7,16.59,Vegetariana,Força,2,Iniciante
Feminino,57,64.0,25.5,27.69,Paleolítica,Força,4,Intermediário
Masculino,19,124.2,35.0,37.5,Balanceada,Yoga,3,Intermediário
Feminino,54,79.6,30.9,28.87,Cetogênica,Yoga,2,Iniciante
Feminino,45,55.0,21.7,18.58,Paleolítica,HIIT,1,Iniciante
Masculino,19,118.8,35.0,36.25,Cetogênica,Força,3,Iniciante
Feminino,58,89.1,30.1,30.1,Cetogênica,HIIT,3,Iniciante
Feminino,51,64.0,27.1,24.39,Cetogênica,HIIT,4,Intermediário
Masculino,41,43.0,13.1,14.21,Paleolítica,Yoga,3,Iniciante
Masculino,24,95.6,30.3,26.48,Vegana,Cardio,4,Iniciante
Masculino,26,63.5,27.8,27.5,Vegana,Força,4,Iniciante
Feminino,58,85.6,26.7,30.7,Vegana,Yoga,4,Intermediário
Feminino,55,89.9,34.8,34.68,Cetogênica,Yoga,2,Iniciante
Masculino,42,43.2,20.4,15.66,Paleolítica,Yoga,2,Iniciante
Feminino,25,49.9,18.6,12.73,Vegetariana,HIIT,3,Iniciante
Masculino,41,45.1,20.6,17.62,Balanceada,Cardio,3,Intermediário
Masculino,23,88.1,27.0,27.5,Vegana,Yoga,3,Avançado
Feminino,35,56.6,19.0,14.89,Vegana,Yoga,4,Intermediário
Masculino,50,52.6,18.1,15.52,Baixo Carboidrato,HIIT,4,Intermediário
Feminino,54,77.9,20.6,21.57,Vegana,Força,2,Iniciante
Feminino,38,60.6,24.0,22.25,Balanceada,HIIT,3,Iniciante
Masculino,41,62.0,21.5,19.34,Baixo Carboidrato,HIIT,5,Avançado
Feminino,35,110.0,35.0,35.11,Vegana,Yoga,2,Iniciante
Masculino,45,51.8,20.8,15.13,Vegetariana,HIIT,2,Iniciante
Feminino,22,62.8,21.5,18.54,Vegetariana,Força,3,Iniciante
Feminino,53,69.2,31.9,29.94,Vegetariana,Força,2,Iniciante
Feminino,23,67.9,28.5,27.9,Cetogênica,Força,2,Iniciante
Masculino,36,55.3,22.2,22.44,Balanceada,HIIT,2,Iniciante
Masculino,50,74.0,30.7,30.78,Cetogênica,Força,2,Iniciante
Masculino,20,67.3,29.0,25.97,Cetogênica,HIIT,3,Intermediário
Masculino,57,83.0,31.4,29.06,Vegetariana,Cardio,4,Intermediário
Masculino,49,70.7,28.4,25.36,Baixo Carboidrato,Cardio,3,Iniciante
Masculino,18,57.3,20.4,18.72,Vegana,Yoga,3,Intermediário
Masculino,37,61.6,30.4,25.99,Baixo Carboidrato,Força,2,Intermediário
Feminino,50,50.8,19.8,12.97,Baixo Carboidrato,Yoga,2,Iniciante
Masculino,48,56.6,25.3,24.81,Baixo Carboidrato,Cardio,4,Intermediário
Feminino,49,78.3,31.8,30.22,Vegetariana,Cardio,3,Iniciante
Masculino,42,46.1,19.3,17.37,Paleolítica,HIIT,2,Iniciante
Feminino,54,43.2,17.2,15.87,Baixo Carboidrato,Força,3,Intermediário
Masculino,24,81.7,21.7,21.5,Vegetariana,Força,3,Avançado
Feminino,39,62.9,22.6,21.5,Cetogênica,HIIT,3,Avançado
Masculino,42,48.2,21.8,18.61,Vegetariana,Cardio,1,Iniciante
Feminino,36,69.2,27.5,25.41,Paleolítica,HIIT,3,Iniciante
Masculino,53,55.4,22.1,19.17,Vegetariana,Força,2,Iniciante
Feminino,29,58.8,22.5,22.67,Cetogênica,HIIT,2,Intermediário
Masculino,53,66.1,27.1,23.72,Vegetariana,Yoga,2,Iniciante
Feminino,19,71.4,22.8,18.77,Baixo Carboidrato,Cardio,2,Intermediário
Masculino,44,71.3,27.7,25.26,Vegetariana,Yoga,3,Iniciante
Feminino,20,49.9,23.8,21.6,Paleolítica,HIIT,2,Iniciante
Feminino,53,46.5,20.9,20.68,Baixo Carboidrato,Força,2,Iniciante
Feminino,20,85.6,24.5,23.21,Vegetariana,Yoga,5,Avançado
Feminino,23,57.1,23.8,19.54,Vegetariana,Yoga,3,Iniciante
Masculino,21,96.4,35.0,36.27,Vegetariana,Yoga,4,Intermediário
Feminino,46,54.6,18.6,18.47,Paleolítica,HIIT,3,Iniciante
Feminino,46,104.3,32.4,33.29,Balanceada,Cardio,2,Iniciante
Masculino,32,87.6,26.3,24.78,Baixo Carboidrato,HIIT,4,Avançado
Feminino,51,66.0,28.2,28.57,Baixo Carboidrato,Cardio,3,Intermediário
Feminino,34,56.3,18.7,17.97,Vegetariana,Cardio,5,Avançado
Masculino,36,53.2,24.7,18.21,Baixo Carboidrato,Cardio,3,Intermediário
Masculino,57,50.2,20.3,18.0,Cetogênica,Força,4,Intermediário
Feminino,23,72.4,21.7,23.36,Vegana,HIIT,3,Iniciante
Feminino,50,89.9,31.0,31.1,Baixo Carboidrato,Cardio,2,Iniciante
Feminino,32,67.9,20.3,18.42,Cetogênica,Yoga,1,Iniciante
Feminino,18,67.3,29.6,27.31,Cetogênica,Yoga,2,Intermediário
Feminino,28,71.6,26.1,25.69,Cetogênica,Yoga,3,Intermediário
Masculino,40,62.1,20.4,19.38,Vegana,HIIT,4,Avançado
Masculino,18,50.6,20.8,21.62,Paleolítica,HIIT,3,Intermediário
Feminino,34,68.6,27.9,24.29,Cetogênica,Yoga,1,Iniciante
Masculino,52,47.7,17.6,13.79,Baixo Carboidrato,HIIT,3,Intermediário
Masculino,36,124.4,35.0,40.18,Vegana,Yoga,1,Iniciante
Feminino,31,63.9,22.7,22.11,Baixo Carboidrato,Yoga,5,Avançado
Feminino,50,64.3,22.3,20.06,Balanceada,Força,4,Iniciante
Masculino,55,88.4,26.2,25.84,Vegana,HIIT,4,Intermediário
Masculino,26,73.1,31.5,26.52,Cetogênica,Cardio,2,Iniciante
Feminino,27,80.9,26.6,31.21,Vegetariana,Cardio,4,Avançado
Masculino,24,41.5,19.6,15.83,Balanceada,Yoga,4,Intermediário
Masculino,41,58.2,20.7,20.88,Vegetariana,HIIT,4,Intermediário
Feminino,41,82.7,24.0,25.8,Baixo Carboidrato,Força,4,Avançado
Masculino,48,67.0,25.8,25.86,Vegana,Força,1,Iniciante
Feminino,41,61.4,23.2,22.84,Vegana,Cardio,3,Avançado
Masculino,38,86.1,28.0,26.57,Vegetariana,Yoga,4,Avançado
Feminino,26,76.2,23.3,23.77,Cetogênica,Yoga,2,Intermediário
Feminino,39,50.3,24.7,19.41,Balanceada,Cardio,2,Iniciante
Masculino,55,82.9,24.5,23.72,Cetogênica,Cardio,4,Intermediário
Feminino,34,59.8,26.2,22.78,Cetogênica,Yoga,4,Iniciante
Feminino,48,56.6,27.7,24.52,Cetogênica,HIIT,3,Iniciante
Feminino,32,67.9,26.4,24.63,Cetogênica,Força,4,Intermediário
Feminino,30,85.3,26.2,22.44,Paleolítica,Cardio,4,Avançado
Masculino,22,102.0,32.9,29.79,Baixo Carboidrato,Cardio,3,Intermediário
Masculino,18,50.8,27.1,21.68,Baixo Carboidrato,HIIT,3,Iniciante
Feminino,26,52.3,18.2,13.07,Vegetariana,HIIT,2,Iniciante
Feminino,56,69.6,28.5,24.65,Paleolítica,HIIT,2,Iniciante
Feminino,28,121.2,35.0,34.65,Vegana,Cardio,4,Intermediário
Masculino,20,81.0,23.9,22.44,Baixo Carboidrato,Força,3,Avançado
Feminino,55,118.4,35.0,40.02,Vegetariana,Força,3,Iniciante
Feminino,51,44.7,17.3,15.11,Vegetariana,HIIT,2,Iniciante
Feminino,37,69.8,33.6,30.22,Baixo Carboidrato,Yoga,4,Iniciante
Feminino,43,58.6,26.2,22.59,Balanceada,Cardio,3,Intermediário
Masculino,24,87.8,25.7,27.4,Balanceada,HIIT,3,Intermediário
Feminino,27,102.8,29.9,30.7,Paleolítica,Cardio,3,Iniciante
Feminino,47,55.3,21.3,17.66,Paleolítica,HIIT,4,Intermediário
Feminino,39,86.5,26.3,26.11,Cetogênica,Força,5,Avançado
Masculino,56,81.7,28.5,28.62,Vegetariana,Força,3,Intermediário
Feminino,49,67.6,22.8,21.56,Vegana,Cardio,3,Intermediário
Feminino,44,71.2,23.0,24.92,Vegetariana,HIIT,3,Iniciante
Feminino,24,64.3,23.7,22.0,Vegana,Yoga,2,Iniciante
Masculino,18,82.6,22.4,21.49,Cetogênica,HIIT,5,Intermediário
Masculino,50,56.1,25.0,22.2,Cetogênica,Yoga,3,Iniciante
Feminino,30,61.5,24.0,19.85,Vegetariana,Força,4,Intermediário
Feminino,27,66.5,21.5,18.42,Baixo Carboidrato,Cardio,3,Iniciante
Masculino,51,60.8,24.2,21.53,Baixo Carboidrato,Yoga,4,Avançado
Masculino,46,43.5,20.8,16.57,Paleolítica,Cardio,3,Iniciante
Masculino,43,59.9,24.1,22.0,Baixo Carboidrato,Cardio,3,Intermediário
Feminino,37,76.3,31.2,30.55,Baixo Carboidrato,Yoga,2,Iniciante
Feminino,24,73.3,30.7,23.66,Paleolítica,Força,3,Iniciante
Feminino,33,59.4,25.6,22.65,Paleolítica,Cardio,4,Intermediário
Feminino,57,80.8,23.4,23.35,Paleolítica,Yoga,5,Intermediário
Feminino,19,85.7,22.9,23.24,Vegetariana,Yoga,4,Intermediário
Feminino,21,71.7,32.3,22.88,Baixo Carboidrato,HIIT,2,Iniciante
Masculino,36,85.1,21.6,24.09,Balanceada,HIIT,5,Intermediário
Masculino,53,68.0,31.6,28.66,Cetogênica,Cardio,3,Iniciante
Feminino,46,59.2,23.4,20.47,Cetogênica,Força,4,Avançado
Feminino,23,48.0,19.3,18.73,Cetogênica,Força,3,Iniciante
Masculino,52,104.7,30.7,30.94,Baixo Carboidrato,Yoga,3,Iniciante
Feminino,50,52.5,16.3,15.5,Cetogênica,Yoga,3,Iniciante
Masculino,21,111.5,32.1,30.24,Cetogênica,Cardio,3,Intermediário
Masculino,53,76.0,27.5,29.32,Balanceada,Yoga,4,Intermediário
Masculino,57,59.8,23.0,23.97,Balanceada,Cardio,4,Avançado
Feminino,54,56.7,22.8,18.5,Vegetariana,Yoga,5,Avançado
Masculino,38,102.9,30.3,27.35,Cetogênica,HIIT,3,Iniciante
Feminino,57,51.7,23.9,19.44,Cetogênica,Força,4,Intermediário
Feminino,42,57.8,22.5,20.73,Vegetariana,HIIT,2,Iniciante
Feminino,54,63.3,19.9,18.29,Vegana,Força,4,Intermediário
Masculino,33,63.9,25.6,24.36,Vegetariana,Força,5,Avançado
Masculino,48,50.0,23.3,21.1,Vegana,HIIT,3,Intermediário
Masculino,51,49.3,19.7,15.56,Baixo Carboidrato,Força,1,Iniciante
Masculino,48,68.9,24.8,24.13,Baixo Carboidrato,Yoga,2,Iniciante
Masculino,53,64.1,30.1,26.67,Baixo Carboidrato,Yoga,4,Avançado
Masculino,44,101.9,35.0,38.35,Vegana,Cardio,4,Intermediário
Feminino,56,46.0,20.7,14.84,Paleolítica,Cardio,3,Intermediário
Masculino,50,56.6,22.2,15.51,Cetogênica,Força,4,Iniciante
Masculino,35,103.5,30.7,27.49,Baixo Carboidrato,Cardio,2,Iniciante
Masculino,42,42.7,16.3,14.1,Cetogênica,Cardio,2,Iniciante
Feminino,50,86.8,35.0,32.67,Paleolítica,Força,4,Avançado
Masculino,36,54.0,24.5,21.9,Paleolítica,Yoga,3,Iniciante
Masculino,25,81.9,28.6,31.61,Cetogênica,Yoga,4,Avançado
Masculino,18,67.9,21.8,20.96,Balanceada,Força,3,Intermediário
Feminino,28,107.9,33.6,33.68,Cetogênica,Força,4,Iniciante
Feminino,31,54.3,20.5,17.52,Paleolítica,Yoga,4,Iniciante
Masculino,36,69.3,31.8,30.81,Paleolítica,Yoga,2,Iniciante
Masculino,58,90.3,30.3,30.51,Vegana,Yoga,1,Iniciante
Masculino,27,108.1,34.3,33.75,Baixo Carboidrato,Força,4,Intermediário
Masculino,55,129.4,31.0,34.02,Baixo Carboidrato,Yoga,2,Iniciante
Feminino,31,48.1,20.6,17.66,Paleolítica,HIIT,2,Iniciante
Masculino,37,75.0,21.1,22.66,Balanceada,Cardio,4,Intermediário
Masculino,45,56.9,27.0,22.23,Paleolítica,Yoga,3,Iniciante
Feminino,29,55.5,24.8,21.4,Paleolítica,Força,3,Iniciante
Masculino,30,86.1,28.7,27.49,Vegana,Força,3,Intermediário
Masculino,23,80.9,26.1,25.24,Cetogênica,Força,3,Intermediário
Masculino,42,58.2,27.1,23.6,Balanceada,Cardio,4,Intermediário
Masculino,58,88.2,28.5,28.49,Vegana,Cardio,2,Intermediário
Masculino,55,76.8,28.8,25.67,Vegetariana,Cardio,3,Iniciante
Masculino,56,45.4,22.0,14.65,Paleolítica,HIIT,2,Intermediário
Masculino,56,76.4,23.4,22.07,Vegana,Força,3,Intermediário
Feminino,20,86.3,23.1,23.42,Cetogênica,Cardio,5,Intermediário
Feminino,37,55.2,21.4,22.41,Baixo Carboidrato,Força,1,Iniciante
Masculino,47,39.8,16.6,12.86,Vegetariana,HIIT,2,Iniciante
Masculino,20,59.6,23.3,20.62,Vegetariana,Yoga,5,Intermediário
Feminino,51,57.4,20.8,18.31,Vegetariana,Cardio,4,Iniciante
Feminino,37,73.8,29.1,25.85,Paleolítica,Força,2,Iniciante
Masculino,53,70.4,29.3,28.55,Cetogênica,Yoga,2,Iniciante
Masculino,35,69.8,32.6,25.64,Baixo Carboidrato,Yoga,2,Iniciante
Feminino,27,68.9,26.5,27.61,Paleolítica,Força,3,Intermediário
