genero,idade,peso,percentual_de_gordura,imc,classificacao_imc,tipo_de_dieta,tipo_de_treino,frequencia_de_treino_semanal,nivel_de_experiencia
Masculino,49,83.4,21.1,23.84,Peso Normal,Paleolítica,Yoga,4,Intermediário
Feminino,43,94.3,28.7,29.42,Sobrepeso,Cetogênica,Yoga,2,Iniciante
Feminino,50,65.2,28.1,25.45,Sobrepeso,Cetogênica,Cardio,3,Intermediário
Masculino,50,70.5,21.3,18.34,Abaixo do Peso,Vegana,HIIT,2,Iniciante
Masculino,25,40.6,18.5,15.49,Abaixo do Peso,Baixo Carboidrato,Força,4,Iniciante
Masculino,31,66.1,22.8,23.69,Peso Normal,Paleolítica,Força,4,Intermediário
Feminino,51,63.9,22.7,19.72,Peso Normal,Balanceada,Yoga,3,Intermediário
Feminino,29,79.5,32.2,30.29,Obesidade Grau I,Baixo Carboidrato,Cardio,4,Iniciante
Feminino,18,52.8,21.1,17.42,Abaixo do Peso,Paleolítica,Cardio,2,Iniciante
Masculino,55,90.5,35.0,34.93,Obesidade Grau III,Paleolítica,Cardio,3,Intermediário
Masculino,35,64.0,22.0,21.13,Peso Normal,Baixo Carboidrato,Yoga,3,Iniciante
Masculino,46,109.1,35.0,40.57,Obesidade Grau III,Cetogênica,Força,2,Iniciante
Feminino,47,45.9,14.7,12.32,Abaixo do Peso,Vegetariana,Força,3,Intermediário
Feminino,23,106.7,28.1,28.34,Sobrepeso,Baixo Carboidrato,Força,2,Iniciante
Feminino,49,91.1,33.2,31.15,Obesidade Grau I,Paleolítica,Yoga,4,Intermediário
Feminino,53,114.8,32.4,31.14,Obesidade Grau I,Baixo Carboidrato,Yoga,3,Iniciante
Feminino,21,50.2,21.7,17.16,Abaixo do Peso,Vegetariana,HIIT,3,Intermediário
Feminino,50,52.0,17.9,17.79,Abaixo do Peso,Balanceada,HIIT,1,Iniciante
Feminino,39,82.3,27.4,27.18,Sobrepeso,Baixo Carboidrato,Cardio,1,Iniciante
Feminino,48,62.6,27.4,25.06,Sobrepeso,Vegana,Yoga,4,Avançado
Masculino,38,55.6,24.0,21.7,Peso Normal,Vegetariana,Cardio,2,Intermediário
Masculino,43,83.0,24.7,21.83,Peso Normal,Cetogênica,HIIT,5,Avançado
Feminino,25,95.4,26.9,26.42,Sobrepeso,Vegetariana,HIIT,4,Intermediário
Masculino,54,55.1,17.1,17.78,Abaixo do Peso,Vegana,Yoga,4,Intermediário
Masculino,47,93.9,30.5,32.48,Obesidade Grau I,Vegetariana,Força,3,Intermediário
Feminino,42,59.9,20.0,19.78,Peso Normal,Paleolítica,Yoga,4,Intermediário
Feminino,53,50.6,19.8,19.52,Peso Normal,Paleolítica,Força,1,Iniciante
Masculino,49,82.5,21.4,21.71,Peso Normal,Cetogênica,Força,5,Avançado
Masculino,40,81.9,24.5,25.57,Sobrepeso,Balanceada,Yoga,3,Intermediário
Masculino,30,58.6,30.0,24.09,Peso Normal,Vegetariana,Cardio,4,Avançado
Feminino,56,83.6,31.7,30.69,Obesidade Grau I,Vegana,Yoga,4,Intermediário
Feminino,31,42.6,18.5,13.75,Abaixo do Peso,Paleolítica,Yoga,2,Iniciante
Masculino,27,69.2,27.0,27.72,Sobrepeso,Baixo Carboidrato,Cardio,2,Iniciante
Masculino,48,61.5,23.6,22.3,Peso Normal,Vegana,Yoga,2,Intermediário
Feminino,34,51.1,21.6,19.46,Peso Normal,Vegetariana,Força,2,Intermediário
Feminino,28,67.5,26.7,23.35,Peso Normal,Vegana,Yoga,1,Iniciante
Feminino,44,64.1,26.2,27.01,Sobrepeso,Balanceada,Força,4,Avançado
Masculino,20,62.4,21.9,19.05,Peso Normal,Cetogênica,HIIT,4,Intermediário
Masculino,56,76.4,30.5,28.77,Sobrepeso,Vegana,Cardio,2,Iniciante
Masculino,26,53.8,25.9,19.75,Peso Normal,Paleolítica,Yoga,3,Iniciante
Masculino,36,90.1,32.5,33.11,Obesidade Grau I,Balanceada,Yoga,3,Iniciante
Masculino,22,102.9,27.9,30.38,Obesidade Grau I,Baixo Carboidrato,Yoga,3,Intermediário
Feminino,42,84.5,26.4,25.78,Sobrepeso,Balanceada,HIIT,5,Intermediário
Feminino,31,65.6,24.1,23.54,Peso Normal,Balanceada,Cardio,4,Intermediário
Feminino,29,62.6,24.7,22.44,Peso Normal,Balanceada,Força,4,Intermediário
Masculino,55,63.5,26.5,21.97,Peso Normal,Baixo Carboidrato,Cardio,3,Iniciante
Feminino,52,116.1,35.0,40.65,Obesidade Grau III,Vegana,Força,1,Iniciante
Feminino,47,56.1,16.5,17.9,Abaixo do Peso,Vegetariana,Yoga,3,Intermediário
Masculino,43,73.1,24.0,20.69,Peso Normal,Baixo Carboidrato,Cardio,3,Iniciante
Feminino,37,67.3,24.9,21.96,Peso Normal,Baixo Carboidrato,Cardio,4,Intermediário
Feminino,47,80.6,23.8,25.71,Sobrepeso,Balanceada,Força,3,Intermediário
Feminino,43,125.0,35.0,36.52,Obesidade Grau II,Vegetariana,Yoga,4,Intermediário
Masculino,38,56.3,25.1,21.98,Peso Normal,Cetogênica,Força,4,Iniciante
Feminino,19,128.2,33.8,34.79,Obesidade Grau I,Vegana,Força,2,Iniciante
Masculino,18,92.7,30.9,30.62,Obesidade Grau I,Paleolítica,Força,2,Iniciante
Feminino,45,81.5,32.6,31.43,Obesidade Grau I,Balanceada,Cardio,4,Iniciante
Masculino,55,64.4,22.7,22.54,Peso Normal,Cetogênica,HIIT,5,Avançado
Feminino,49,69.6,25.8,24.65,Peso Normal,Baixo Carboidrato,Yoga,2,Iniciante
Feminino,29,80.5,20.1,20.52,Peso Normal,Balanceada,Força,4,Avançado
Masculino,40,65.6,26.8,26.6,Sobrepeso,Baixo Carboidrato,Yoga,4,Iniciante
Feminino,58,60.6,25.3,20.23,Peso Normal,Paleolítica,Yoga,3,Intermediário
Feminino,18,57.4,21.7,18.76,Peso Normal,Baixo Carboidrato,Yoga,2,Iniciante
Masculino,32,117.1,35.0,45.19,Obesidade Grau III,Vegetariana,HIIT,3,Intermediário
Masculino,49,60.6,18.9,17.34,Abaixo do Peso,Paleolítica,Cardio,4,Intermediário
Masculino,54,71.7,30.0,29.08,Sobrepeso,Cetogênica,HIIT,2,Iniciante
Feminino,22,83.6,21.5,21.11,Peso Normal,Cetogênica,Yoga,4,Avançado
Masculino,54,116.8,33.4,29.19,Sobrepeso,Balanceada,Yoga,3,Iniciante
Feminino,46,44.8,21.0,14.3,Abaixo do Peso,Vegana,Cardio,3,Iniciante
Feminino,33,52.1,20.1,16.44,Abaixo do Peso,Cetogênica,Cardio,4,Intermediário
Feminino,38,45.8,17.9,14.29,Abaixo do Peso,Paleolítica,Força,3,Iniciante
Masculino,57,81.9,23.0,23.68,Peso Normal,Vegetariana,HIIT,4,Avançado
Feminino,22,121.4,35.0,35.09,Obesidade Grau II,Cetogênica,Yoga,1,Iniciante
Masculino,42,94.3,30.3,29.43,Sobrepeso,Vegetariana,Yoga,1,Iniciante
Feminino,49,61.8,24.2,22.41,Peso Normal,Paleolítica,Yoga,3,Intermediário
Masculino,27,103.3,28.7,30.85,Obesidade Grau I,Vegana,Cardio,2,Intermediário
Masculino,53,48.2,21.1,18.81,Peso Normal,Balanceada,Força,3,Intermediário
Feminino,36,49.2,19.7,16.25,Abaixo do Peso,Baixo Carboidrato,Cardio,3,Intermediário
Masculino,28,58.6,16.3,14.66,Abaixo do Peso,Cetogênica,Yoga,3,Intermediário
Masculino,59,88.4,25.7,28.52,Sobrepeso,Balanceada,Cardio,2,Intermediário
Feminino,52,79.6,32.6,31.47,Obesidade Grau I,Baixo Carboidrato,HIIT,3,Intermediário
Feminino,56,89.5,35.0,31.71,Obesidade Grau I,Paleolítica,Cardio,4,Avançado
Feminino,56,57.5,22.9,20.37,Peso Normal,Cetogênica,Cardio,5,Intermediário
Masculino,51,63.4,22.3,19.57,Peso Normal,Baixo Carboidrato,Cardio,3,Intermediário
Feminino,23,59.4,23.6,26.03,Sobrepeso,Baixo Carboidrato,HIIT,2,Iniciante
Feminino,22,116.9,35.0,41.42,Obesidade Grau III,Balanceada,Força,2,Iniciante
Masculino,50,67.8,23.8,21.65,Peso Normal,Cetogênica,Força,2,Intermediário
Feminino,24,77.2,22.7,20.09,Peso Normal,Baixo Carboidrato,Yoga,3,Iniciante
Masculino,33,63.9,23.3,20.17,Peso Normal,Vegetariana,Yoga,4,Intermediário
Masculino,42,55.9,27.9,23.86,Peso Normal,Baixo Carboidrato,HIIT,3,Iniciante
Feminino,46,55.0,21.8,18.6,Peso Normal,Vegetariana,Yoga,2,Iniciante
Feminino,44,73.2,23.6,24.17,Peso Normal,Baixo Carboidrato,Força,4,Intermediário
Masculino,36,103.2,34.0,28.9,Sobrepeso,Paleolítica,HIIT,2,Iniciante
Masculino,39,82.5,27.7,27.24,Sobrepeso,Vegetariana,HIIT,2,Iniciante
Masculino,50,58.9,22.4,21.65,Peso Normal,Balanceada,Força,3,Iniciante
Masculino,46,89.5,33.4,33.7,Obesidade Grau I,Baixo Carboidrato,Força,1,Iniciante
Masculino,58,96.7,32.9,33.06,Obesidade Grau I,Vegana,Cardio,3,Iniciante
Feminino,31,49.4,20.8,18.83,Peso Normal,Balanceada,HIIT,2,Intermediário
Masculino,47,94.5,33.2,32.7,Obesidade Grau I,Baixo Carboidrato,Força,3,Intermediário
Feminino,46,59.0,23.7,18.22,Abaixo do Peso,Paleolítica,Yoga,4,Intermediário
Masculino,30,58.5,22.9,19.55,Peso Normal,Paleolítica,Cardio,3,Iniciante
Feminino,32,97.1,29.7,25.27,Sobrepeso,Cetogênica,HIIT,2,Iniciante
Masculino,19,76.1,25.7,24.02,Peso Normal,Balanceada,Yoga,3,Intermediário
Masculino,49,86.4,31.7,32.52,Obesidade Grau I,Paleolítica,Força,3,Avançado
Feminino,54,91.6,30.1,28.9,Sobrepeso,Cetogênica,Yoga,2,Iniciante
Feminino,43,73.0,21.6,20.65,Peso Normal,Paleolítica,Força,2,Iniciante
Masculino,31,65.3,23.8,24.88,Peso Normal,Paleolítica,Yoga,1,Iniciante
Masculino,21,72.4,27.6,23.1,Peso Normal,Vegetariana,Cardio,2,Iniciante
Masculino,39,81.0,26.0,26.74,Sobrepeso,Vegana,Força,1,Iniciante
Feminino,27,76.4,26.8,29.1,Sobrepeso,Vegetariana,HIIT,3,Iniciante
Feminino,34,63.5,26.6,20.99,Peso Normal,Balanceada,HIIT,4,Intermediário
Masculino,22,78.8,35.0,34.09,Obesidade Grau I,Vegetariana,Cardio,3,Iniciante
Masculino,52,105.2,35.0,40.07,Obesidade Grau III,Cetogênica,Força,3,Iniciante
Masculino,50,96.2,35.0,32.52,Obesidade Grau I,Vegetariana,Força,2,Intermediário
Feminino,33,53.8,29.3,23.3,Peso Normal,Paleolítica,Força,2,Iniciante
Feminino,48,105.4,35.0,39.19,Obesidade Grau II,Baixo Carboidrato,Cardio,3,Intermediário
Feminino,34,97.5,33.0,33.34,Obesidade Grau I,Baixo Carboidrato,Força,3,Iniciante
Masculino,43,78.3,27.5,24.45,Peso Normal,Balanceada,Yoga,2,Iniciante
Feminino,40,72.0,30.1,28.11,Sobrepeso,Baixo Carboidrato,Força,2,Iniciante
Feminino,33,67.6,21.7,22.08,Peso Normal,Vegetariana,Yoga,1,Iniciante
Masculino,23,59.4,21.5,19.18,Peso Normal,Baixo Carboidrato,Cardio,3,Iniciante
Masculino,31,62.6,27.7,23.55,Peso Normal,Paleolítica,HIIT,5,Intermediário
Feminino,49,97.0,35.0,32.78,Obesidade Grau I,Vegana,Yoga,3,Iniciante
Feminino,25,59.6,29.0,26.13,Sobrepeso,Balanceada,Yoga,5,Intermediário
Masculino,55,55.4,19.4,15.04,Abaixo do Peso,Baixo Carboidrato,Força,3,Iniciante
Masculino,53,116.0,31.1,31.13,Obesidade Grau I,Vegana,Cardio,4,Intermediário
Masculino,19,86.3,26.9,25.22,Sobrepeso,Vegana,Yoga,4,Intermediário
Feminino,21,88.4,34.5,34.52,Obesidade Grau I,Balanceada,Cardio,3,Avançado
Feminino,29,108.2,35.0,39.26,Obesidade Grau II,Baixo Carboidrato,Yoga,3,Iniciante
Feminino,54,79.7,28.1,28.92,Sobrepeso,Cetogênica,HIIT,1,Iniciante
Feminino,52,57.4,25.4,22.44,Peso Normal,Balanceada,Força,3,Intermediário
Feminino,55,86.5,25.0,24.48,Peso Normal,Baixo Carboidrato,Yoga,4,Iniciante
Feminino,45,64.1,25.9,27.03,Sobrepeso,Paleolítica,HIIT,3,Intermediário
Feminino,43,113.0,32.4,33.75,Obesidade Grau I,Cetogênica,HIIT,3,Iniciante
Feminino,26,104.6,35.0,37.05,Obesidade Grau II,Vegetariana,Cardio,3,Intermediário
Feminino,52,116.4,34.0,40.75,Obesidade Grau III,Vegana,HIIT,1,Iniciante
Masculino,28,65.9,22.1,18.27,Abaixo do Peso,Baixo Carboidrato,Cardio,3,Iniciante
Feminino,26,89.7,27.2,25.66,Sobrepeso,Balanceada,HIIT,5,Avançado
Feminino,52,115.7,33.1,31.38,Obesidade Grau I,Vegetariana,Cardio,4,Iniciante
Feminino,29,62.9,26.1,22.55,Peso Normal,Vegetariana,Yoga,4,Intermediário
Masculino,34,75.1,31.1,30.46,Obesidade Grau I,Balanceada,Força,3,Iniciante
Feminino,43,101.7,35.0,38.29,Obesidade Grau II,Vegana,Cardio,4,Iniciante
Feminino,45,54.7,19.9,18.49,Abaixo do Peso,Baixo Carboidrato,HIIT,2,Intermediário
Feminino,46,62.6,26.2,26.41,Sobrepeso,Balanceada,Cardio,3,Intermediário
Feminino,24,62.6,26.3,23.0,Peso Normal,Cetogênica,Cardio,3,Iniciante
Masculino,30,79.2,25.9,27.08,Sobrepeso,Cetogênica,Yoga,4,Intermediário
Masculino,47,115.1,34.3,33.26,Obesidade Grau I,Paleolítica,Yoga,3,Iniciante
Feminino,23,88.3,26.7,27.56,Sobrepeso,Paleolítica,HIIT,3,Avançado
Masculino,36,69.9,34.1,31.08,Obesidade Grau I,Cetogênica,HIIT,1,Iniciante
Feminino,49,90.0,31.4,31.15,Obesidade Grau I,Baixo Carboidrato,Cardio,1,Iniciante
Feminino,51,70.5,29.7,24.69,Peso Normal,Cetogênica,Força,2,Iniciante
Feminino,33,79.1,31.4,28.69,Sobrepeso,Vegetariana,Força,4,Intermediário
Masculino,23,42.1,16.1,13.76,Abaixo do Peso,Baixo Carboidrato,Força,2,Iniciante
Masculino,19,65.6,29.2,28.4,Sobrepeso,Vegana,HIIT,3,Iniciante
Feminino,18,61.2,21.8,19.11,Peso Normal,Paleolítica,Força,1,Iniciante
Masculino,44,41.4,20.7,16.59,Abaixo do Peso,Vegetariana,Força,2,Iniciante
Feminino,57,64.0,25.5,27.69,Sobrepeso,Paleolítica,Força,4,Intermediário
Masculino,19,124.2,35.0,37.5,Obesidade Grau II,Balanceada,Yoga,3,Intermediário
Feminino,54,79.6,30.9,28.87,Sobrepeso,Cetogênica,Yoga,2,Iniciante
Feminino,45,55.0,21.7,18.58,Peso Normal,Paleolítica,HIIT,1,Iniciante
Masculino,19,118.8,35.0,36.25,Obesidade Grau II,Cetogênica,Força,3,Iniciante
Feminino,58,89.1,30.1,30.1,Obesidade Grau I,Cetogênica,HIIT,3,Iniciante
Feminino,51,64.0,27.1,24.39,Peso Normal,Cetogênica,HIIT,4,Intermediário
Masculino,41,43.0,13.1,14.21,Abaixo do Peso,Paleolítica,Yoga,3,Iniciante
Masculino,24,95.6,30.3,26.48,Sobrepeso,Vegana,Cardio,4,Iniciante
Masculino,26,63.5,27.8,27.5,Sobrepeso,Vegana,Força,4,Iniciante
Feminino,58,85.6,26.7,30.7,Obesidade Grau I,Vegana,Yoga,4,Intermediário
Feminino,55,89.9,34.8,34.68,Obesidade Grau I,Cetogênica,Yoga,2,Iniciante
Masculino,42,43.2,20.4,15.66,Abaixo do Peso,Paleolítica,Yoga,2,Iniciante
Feminino,25,49.9,18.6,12.73,Abaixo do Peso,Vegetariana,HIIT,3,Iniciante
Masculino,41,45.1,20.6,17.62,Abaixo do Peso,Balanceada,Cardio,3,Intermediário
Masculino,23,88.1,27.0,27.5,Sobrepeso,Vegana,Yoga,3,Avançado
Feminino,35,56.6,19.0,14.89,Abaixo do Peso,Vegana,Yoga,4,Intermediário
Masculino,50,52.6,18.1,15.52,Abaixo do Peso,Baixo Carboidrato,HIIT,4,Intermediário
Feminino,54,77.9,20.6,21.57,Peso Normal,Vegana,Força,2,Iniciante
Feminino,38,60.6,24.0,22.25,Peso Normal,Balanceada,HIIT,3,Iniciante
Masculino,41,62.0,21.5,19.34,Peso Normal,Baixo Carboidrato,HIIT,5,Avançado
Feminino,35,110.0,35.0,35.11,Obesidade Grau II,Vegana,Yoga,2,Iniciante
Masculino,45,51.8,20.8,15.13,Abaixo do Peso,Vegetariana,HIIT,2,Iniciante
Feminino,22,62.8,21.5,18.54,Peso Normal,Vegetariana,Força,3,Iniciante
Feminino,53,69.2,31.9,29.94,Obesidade Grau III,Vegetariana,Força,2,Iniciante
Feminino,23,67.9,28.5,27.9,Sobrepeso,Cetogênica,Força,2,Iniciante
Masculino,36,55.3,22.2,22.44,Peso Normal,Balanceada,HIIT,2,Iniciante
Masculino,50,74.0,30.7,30.78,Obesidade Grau I,Cetogênica,Força,2,Iniciante
Masculino,20,67.3,29.0,25.97,Sobrepeso,Cetogênica,HIIT,3,Intermediário
Masculino,57,83.0,31.4,29.06,Sobrepeso,Vegetariana,Cardio,4,Intermediário
Masculino,49,70.7,28.4,25.36,Sobrepeso,Baixo Carboidrato,Cardio,3,Iniciante
Masculino,18,57.3,20.4,18.72,Peso Normal,Vegana,Yoga,3,Intermediário
Masculino,37,61.6,30.4,25.99,Sobrepeso,Baixo Carboidrato,Força,2,Intermediário
Feminino,50,50.8,19.8,12.97,Abaixo do Peso,Baixo Carboidrato,Yoga,2,Iniciante
Masculino,48,56.6,25.3,24.81,Peso Normal,Baixo Carboidrato,Cardio,4,Intermediário
Feminino,49,78.3,31.8,30.22,Obesidade Grau I,Vegetariana,Cardio,3,Iniciante
Masculino,42,46.1,19.3,17.37,Abaixo do Peso,Paleolítica,HIIT,2,Iniciante
Feminino,54,43.2,17.2,15.87,Abaixo do Peso,Baixo Carboidrato,Força,3,Intermediário
Masculino,24,81.7,21.7,21.5,Peso Normal,Vegetariana,Força,3,Avançado
Feminino,39,62.9,22.6,21.5,Peso Normal,Cetogênica,HIIT,3,Avançado
Masculino,42,48.2,21.8,18.61,Peso Normal,Vegetariana,Cardio,1,Iniciante
Feminino,36,69.2,27.5,25.41,Sobrepeso,Paleolítica,HIIT,3,Iniciante
Masculino,53,55.4,22.1,19.17,Peso Normal,Vegetariana,Força,2,Iniciante
Feminino,29,58.8,22.5,22.67,Peso Normal,Cetogênica,HIIT,2,Intermediário
Masculino,53,66.1,27.1,23.72,Peso Normal,Vegetariana,Yoga,2,Iniciante
Feminino,19,71.4,22.8,18.77,Peso Normal,Baixo Carboidrato,Cardio,2,Intermediário
Masculino,44,71.3,27.7,25.26,Sobrepeso,Vegetariana,Yoga,3,Iniciante
Feminino,20,49.9,23.8,21.6,Peso Normal,Paleolítica,HIIT,2,Iniciante
Feminino,53,46.5,20.9,20.68,Peso Normal,Baixo Carboidrato,Força,2,Iniciante
Feminino,20,85.6,24.5,23.21,Peso Normal,Vegetariana,Yoga,5,Avançado
Feminino,23,57.1,23.8,19.54,Peso Normal,Vegetariana,Yoga,3,Iniciante
Masculino,21,96.4,35.0,36.27,Obesidade Grau II,Vegetariana,Yoga,4,Intermediário
Feminino,46,54.6,18.6,18.47,Abaixo do Peso,Paleolítica,HIIT,3,Iniciante
Feminino,46,104.3,32.4,33.29,Obesidade Grau I,Balanceada,Cardio,2,Iniciante
Masculino,32,87.6,26.3,24.78,Peso Normal,Baixo Carboidrato,HIIT,4,Avançado
Feminino,51,66.0,28.2,28.57,Sobrepeso,Baixo Carboidrato,Cardio,3,Intermediário
Feminino,34,56.3,18.7,17.97,Abaixo do Peso,Vegetariana,Cardio,5,Avançado
Masculino,36,53.2,24.7,18.21,Abaixo do Peso,Baixo Carboidrato,Cardio,3,Intermediário
Masculino,57,50.2,20.3,18.0,Abaixo do Peso,Cetogênica,Força,4,Intermediário
Feminino,23,72.4,21.7,23.36,Peso Normal,Vegana,HIIT,3,Iniciante
Feminino,50,89.9,31.0,31.1,Obesidade Grau I,Baixo Carboidrato,Cardio,2,Iniciante
Feminino,32,67.9,20.3,18.42,Abaixo do Peso,Cetogênica,Yoga,1,Iniciante
Feminino,18,67.3,29.6,27.31,Sobrepeso,Cetogênica,Yoga,2,Intermediário
Feminino,28,71.6,26.1,25.69,Sobrepeso,Cetogênica,Yoga,3,Intermediário
Masculino,40,62.1,20.4,19.38,Peso Normal,Vegana,HIIT,4,Avançado
Masculino,18,50.6,20.8,21.62,Peso Normal,Paleolítica,HIIT,3,Intermediário
Feminino,34,68.6,27.9,24.29,Peso Normal,Cetogênica,Yoga,1,Iniciante
Masculino,52,47.7,17.6,13.79,Abaixo do Peso,Baixo Carboidrato,HIIT,3,Intermediário
Masculino,36,124.4,35.0,40.18,Obesidade Grau III,Vegana,Yoga,1,Iniciante
Feminino,31,63.9,22.7,22.11,Peso Normal,Baixo Carboidrato,Yoga,5,Avançado
Feminino,50,64.3,22.3,20.06,Peso Normal,Balanceada,Força,4,Iniciante
Masculino,55,88.4,26.2,25.84,Sobrepeso,Vegana,HIIT,4,Intermediário
Masculino,26,73.1,31.5,26.52,Sobrepeso,Cetogênica,Cardio,2,Iniciante
Feminino,27,80.9,26.6,31.21,Obesidade Grau I,Vegetariana,Cardio,4,Avançado
Masculino,24,41.5,19.6,15.83,Abaixo do Peso,Balanceada,Yoga,4,Intermediário
Masculino,41,58.2,20.7,20.88,Peso Normal,Vegetariana,HIIT,4,Intermediário
Feminino,41,82.7,24.0,25.8,Sobrepeso,Baixo Carboidrato,Força,4,Avançado
Masculino,48,67.0,25.8,25.86,Sobrepeso,Vegana,Força,1,Iniciante
Feminino,41,61.4,23.2,22.84,Peso Normal,Vegana,Cardio,3,Avançado
Masculino,38,86.1,28.0,26.57,Sobrepeso,Vegetariana,Yoga,4,Avançado
Feminino,26,76.2,23.3,23.77,Peso Normal,Cetogênica,Yoga,2,Intermediário
Feminino,39,50.3,24.7,19.41,Peso Normal,Balanceada,Cardio,2,Iniciante
Masculino,55,82.9,24.5,23.72,Peso Normal,Cetogênica,Cardio,4,Intermediário
Feminino,34,59.8,26.2,22.78,Peso Normal,Cetogênica,Yoga,4,Iniciante
Feminino,48,56.6,27.7,24.52,Peso Normal,Cetogênica,HIIT,3,Iniciante
Feminino,32,67.9,26.4,24.63,Peso Normal,Cetogênica,Força,4,Intermediário
Feminino,30,85.3,26.2,22.44,Peso Normal,Paleolítica,Cardio,4,Avançado
Masculino,22,102.0,32.9,29.79,Sobrepeso,Baixo Carboidrato,Cardio,3,Intermediário
Masculino,18,50.8,27.1,21.68,Peso Normal,Baixo Carboidrato,HIIT,3,Iniciante
Feminino,26,52.3,18.2,13.07,Abaixo do Peso,Vegetariana,HIIT,2,Iniciante
Feminino,56,69.6,28.5,24.65,Peso Normal,Paleolítica,HIIT,2,Iniciante
Feminino,28,121.2,35.0,34.65,Obesidade Grau I,Vegana,Cardio,4,Intermediário
Masculino,20,81.0,23.9,22.44,Peso Normal,Baixo Carboidrato,Força,3,Avançado
Feminino,55,118.4,35.0,40.02,Obesidade Grau III,Vegetariana,Força,3,Iniciante
Feminino,51,44.7,17.3,15.11,Abaixo do Peso,Vegetariana,HIIT,2,Iniciante
Feminino,37,69.8,33.6,30.22,Obesidade Grau I,Baixo Carboidrato,Yoga,4,Iniciante
Feminino,43,58.6,26.2,22.59,Peso Normal,Balanceada,Cardio,3,Intermediário
Masculino,24,87.8,25.7,27.4,Sobrepeso,Balanceada,HIIT,3,Intermediário
Feminino,27,102.8,29.9,30.7,Obesidade Grau I,Paleolítica,Cardio,3,Iniciante
Feminino,47,55.3,21.3,17.66,Abaixo do Peso,Paleolítica,HIIT,4,Intermediário
Feminino,39,86.5,26.3,26.11,Sobrepeso,Cetogênica,Força,5,Avançado
Masculino,56,81.7,28.5,28.62,Sobrepeso,Vegetariana,Força,3,Intermediário
Feminino,49,67.6,22.8,21.56,Peso Normal,Vegana,Cardio,3,Intermediário
Feminino,44,71.2,23.0,24.92,Obesidade Grau III,Vegetariana,HIIT,3,Iniciante
Feminino,24,64.3,23.7,22.0,Peso Normal,Vegana,Yoga,2,Iniciante
Masculino,18,82.6,22.4,21.49,Peso Normal,Cetogênica,HIIT,5,Intermediário
Masculino,50,56.1,25.0,22.2,Peso Normal,Cetogênica,Yoga,3,Iniciante
Feminino,30,61.5,24.0,19.85,Peso Normal,Vegetariana,Força,4,Intermediário
Feminino,27,66.5,21.5,18.42,Abaixo do Peso,Baixo Carboidrato,Cardio,3,Iniciante
Masculino,51,60.8,24.2,21.53,Peso Normal,Baixo Carboidrato,Yoga,4,Avançado
Masculino,46,43.5,20.8,16.57,Abaixo do Peso,Paleolítica,Cardio,3,Iniciante
Masculino,43,59.9,24.1,22.0,Peso Normal,Baixo Carboidrato,Cardio,3,Intermediário
Feminino,37,76.3,31.2,30.55,Obesidade Grau I,Baixo Carboidrato,Yoga,2,Iniciante
Feminino,24,73.3,30.7,23.66,Peso Normal,Paleolítica,Força,3,Iniciante
Feminino,33,59.4,25.6,22.65,Peso Normal,Paleolítica,Cardio,4,Intermediário
Feminino,57,80.8,23.4,23.35,Peso Normal,Paleolítica,Yoga,5,Intermediário
Feminino,19,85.7,22.9,23.24,Peso Normal,Vegetariana,Yoga,4,Intermediário
Feminino,21,71.7,32.3,22.88,Peso Normal,Baixo Carboidrato,HIIT,2,Iniciante
Masculino,36,85.1,21.6,24.09,Peso Normal,Balanceada,HIIT,5,Intermediário
Masculino,53,68.0,31.6,28.66,Sobrepeso,Cetogênica,Cardio,3,Iniciante
Feminino,46,59.2,23.4,20.47,Peso Normal,Cetogênica,Força,4,Avançado
Feminino,23,48.0,19.3,18.73,Peso Normal,Cetogênica,Força,3,Iniciante
Masculino,52,104.7,30.7,30.94,Obesidade Grau I,Baixo Carboidrato,Yoga,3,Iniciante
Feminino,50,52.5,16.3,15.5,Abaixo do Peso,Cetogênica,Yoga,3,Iniciante
Masculino,21,111.5,32.1,30.24,Obesidade Grau I,Cetogênica,Cardio,3,Intermediário
Masculino,53,76.0,27.5,29.32,Sobrepeso,Balanceada,Yoga,4,Intermediário
Masculino,57,59.8,23.0,23.97,Peso Normal,Balanceada,Cardio,4,Avançado
Feminino,54,56.7,22.8,18.5,Peso Normal,Vegetariana,Yoga,5,Avançado
Masculino,38,102.9,30.3,27.35,Sobrepeso,Cetogênica,HIIT,3,Iniciante
Feminino,57,51.7,23.9,19.44,Peso Normal,Cetogênica,Força,4,Intermediário
Feminino,42,57.8,22.5,20.73,Peso Normal,Vegetariana,HIIT,2,Iniciante
Feminino,54,63.3,19.9,18.29,Abaixo do Peso,Vegana,Força,4,Intermediário
Masculino,33,63.9,25.6,24.36,Peso Normal,Vegetariana,Força,5,Avançado
Masculino,48,50.0,23.3,21.1,Peso Normal,Vegana,HIIT,3,Intermediário
Masculino,51,49.3,19.7,15.56,Abaixo do Peso,Baixo Carboidrato,Força,1,Iniciante
Masculino,48,68.9,24.8,24.13,Peso Normal,Baixo Carboidrato,Yoga,2,Iniciante
Masculino,53,64.1,30.1,26.67,Sobrepeso,Baixo Carboidrato,Yoga,4,Avançado
Masculino,44,101.9,35.0,38.35,Obesidade Grau II,Vegana,Cardio,4,Intermediário
Feminino,56,46.0,20.7,14.84,Abaixo do Peso,Paleolítica,Cardio,3,Intermediário
